Date,Symbol,Tick,Price
2025-04-04,AAPL,31,186.83
2025-04-04,AAPL,32,187.14
2025-04-04,AAPL,33,187.3
2025-04-04,AAPL,34,187.21
2025-04-04,AAPL,35,187.54
2025-04-04,AAPL,36,187.88
2025-04-04,AAPL,37,187.63
2025-04-04,AAPL,38,187.36
2025-04-04,AAPL,39,187.16
2025-04-04,AAPL,40,187.23
2025-04-04,AAPL,41,187.36
2025-04-04,AAPL,42,187.16
2025-04-04,AAPL,43,187.23
2025-04-04,AAPL,44,187.18
2025-04-04,AAPL,45,186.68
2025-04-04,AAPL,46,186.9
2025-04-04,AAPL,47,187.11
2025-04-04,AAPL,48,187.15
2025-04-04,AAPL,49,187.09
2025-04-04,AAPL,50,186.8
2025-04-04,AAPL,51,187.54
2025-04-04,AAPL,52,187.58
2025-04-04,AAPL,53,187.37
2025-04-04,AAPL,54,187.14
2025-04-04,AAPL,55,186.97
2025-04-04,AAPL,56,186.84
2025-04-04,AAPL,57,187.06
2025-04-04,AAPL,58,186.73
2025-04-04,AAPL,59,186.44
2025-04-04,AAPL,60,186.98
2025-04-04,AAPL,61,186.83
2025-04-04,AAPL,62,186.73
2025-04-04,AAPL,63,186.87
2025-04-04,AAPL,64,187.1
2025-04-04,AAPL,65,187.27
2025-04-04,AAPL,66,187.24
2025-04-04,AAPL,67,187.21
2025-04-04,AAPL,68,187.78
2025-04-04,AAPL,69,187.71
2025-04-04,AAPL,70,187.58
2025-04-04,AAPL,71,187.72
2025-04-04,AAPL,72,188.13
2025-04-04,AAPL,73,188.12
2025-04-04,AAPL,74,188.45
2025-04-04,AAPL,75,188.34
2025-04-04,AAPL,76,188.78
2025-04-04,AAPL,77,189.13
2025-04-04,AAPL,78,188.99
2025-04-07,AAPL,1,172.54
2025-04-07,AAPL,2,172.82
2025-04-07,AAPL,3,172.75
2025-04-07,AAPL,4,172.81
2025-04-07,AAPL,5,172.63
2025-04-07,AAPL,6,172.77
2025-04-07,AAPL,7,172.9
2025-04-07,AAPL,8,173.04
2025-04-07,AAPL,9,173.21
2025-04-07,AAPL,10,173.32
2025-04-07,AAPL,11,173.06
2025-04-07,AAPL,12,173.16
2025-04-07,AAPL,13,173.33
2025-04-07,AAPL,14,173.28
2025-04-07,AAPL,15,173.31
2025-04-07,AAPL,16,173.27
2025-04-07,AAPL,17,173.24
2025-04-07,AAPL,18,172.95
2025-04-07,AAPL,19,172.93
2025-04-07,AAPL,20,172.7
2025-04-07,AAPL,21,172.53
2025-04-07,AAPL,22,172.35
2025-04-07,AAPL,23,172.26
2025-04-07,AAPL,24,172.34
2025-04-07,AAPL,25,172.33
2025-04-07,AAPL,26,172.32
2025-04-07,AAPL,27,172.22
2025-04-07,AAPL,28,172.03
2025-04-07,AAPL,29,171.9
2025-04-07,AAPL,30,172.19
2025-04-07,AAPL,31,172.18
2025-04-07,AAPL,32,172.01
2025-04-07,AAPL,33,172.14
2025-04-07,AAPL,34,171.98
2025-04-07,AAPL,35,171.81
2025-04-07,AAPL,36,171.73
2025-04-07,AAPL,37,171.62
2025-04-07,AAPL,38,171.72
2025-04-07,AAPL,39,171.85
2025-04-07,AAPL,40,172.12
2025-04-07,AAPL,41,172.03
2025-04-07,AAPL,42,172.04
2025-04-07,AAPL,43,172.26
2025-04-07,AAPL,44,172
2025-04-07,AAPL,45,171.82
2025-04-07,AAPL,46,171.93
2025-04-07,AAPL,47,171.68
2025-04-07,AAPL,48,171.48
2025-04-07,AAPL,49,171.55
2025-04-07,AAPL,50,171.3
2025-04-07,AAPL,51,171.32
2025-04-07,AAPL,52,171.06
2025-04-07,AAPL,53,171.2
2025-04-07,AAPL,54,171.26
2025-04-07,AAPL,55,171.31
2025-04-07,AAPL,56,171.04
2025-04-07,AAPL,57,171.33
2025-04-07,AAPL,58,171.17
2025-04-07,AAPL,59,171.1
2025-04-07,AAPL,60,171.17
2025-04-07,AAPL,61,171.34
2025-04-07,AAPL,62,171.59
2025-04-07,AAPL,63,171.82
2025-04-07,AAPL,64,171.62
2025-04-07,AAPL,65,171.78
2025-04-07,AAPL,66,171.69
2025-04-07,AAPL,67,171.81
2025-04-07,AAPL,68,172.06
2025-04-07,AAPL,69,171.87
2025-04-07,AAPL,70,171.84
2025-04-07,AAPL,71,171.74
2025-04-07,AAPL,72,171.61
2025-04-07,AAPL,73,171.78
2025-04-07,AAPL,74,171.99
2025-04-07,AAPL,75,171.87
2025-04-07,AAPL,76,172.25
2025-04-07,AAPL,77,172.23
2025-04-07,AAPL,78,172.54
2025-04-08,AAPL,1,175.03
2025-04-08,AAPL,2,174.74
2025-04-08,AAPL,3,174.7
2025-04-08,AAPL,4,174.64
2025-04-08,AAPL,5,174.76
2025-04-08,AAPL,6,174.98
2025-04-08,AAPL,7,174.81
2025-04-08,AAPL,8,174.66
2025-04-08,AAPL,9,174.62
2025-04-08,AAPL,10,174.66
2025-04-08,AAPL,11,174.52
2025-04-08,AAPL,12,174.32
2025-04-08,AAPL,13,174.9
2025-04-08,AAPL,14,174.71
2025-04-08,AAPL,15,174.34
2025-04-08,AAPL,16,174.03
2025-04-08,AAPL,17,173.88
2025-04-08,AAPL,18,173.92
2025-04-08,AAPL,19,173.87
2025-04-08,AAPL,20,174.08
2025-04-08,AAPL,21,173.99
2025-04-08,AAPL,22,174.07
2025-04-08,AAPL,23,173.83
2025-04-08,AAPL,24,173.58
2025-04-08,AAPL,25,173.44
2025-04-08,AAPL,26,173.52
2025-04-08,AAPL,27,173.73
2025-04-08,AAPL,28,173.92
2025-04-08,AAPL,29,174.19
2025-04-08,AAPL,30,174.26
2025-04-08,AAPL,31,174.49
2025-04-08,AAPL,32,174.3
2025-04-08,AAPL,33,174.41
2025-04-08,AAPL,34,174.65
2025-04-08,AAPL,35,174.39
2025-04-08,AAPL,36,174.29
2025-04-08,AAPL,37,174.41
2025-04-08,AAPL,38,174.52
2025-04-08,AAPL,39,174.35
2025-04-08,AAPL,40,174.3
2025-04-08,AAPL,41,174.47
2025-04-08,AAPL,42,174.49
2025-04-08,AAPL,43,174.32
2025-04-08,AAPL,44,174.39
2025-04-08,AAPL,45,174.27
2025-04-08,AAPL,46,174.13
2025-04-08,AAPL,47,173.78
2025-04-08,AAPL,48,173.84
2025-04-08,AAPL,49,173.42
2025-04-08,AAPL,50,173.47
2025-04-08,AAPL,51,173.16
2025-04-08,AAPL,52,173.46
2025-04-08,AAPL,53,173.34
2025-04-08,AAPL,54,173.25
2025-04-08,AAPL,55,173.23
2025-04-08,AAPL,56,173.47
2025-04-08,AAPL,57,173.31
2025-04-08,AAPL,58,172.93
2025-04-08,AAPL,59,172.67
2025-04-08,AAPL,60,172.46
2025-04-08,AAPL,61,172.73
2025-04-08,AAPL,62,172.82
2025-04-08,AAPL,63,173.27
2025-04-08,AAPL,64,173.06
2025-04-08,AAPL,65,172.95
2025-04-08,AAPL,66,173.07
2025-04-08,AAPL,67,173.16
2025-04-08,AAPL,68,172.64
2025-04-08,AAPL,69,172.69
2025-04-08,AAPL,70,172.45
2025-04-08,AAPL,71,172.4
2025-04-08,AAPL,72,172.33
2025-04-08,AAPL,73,172.39
2025-04-08,AAPL,74,172.68
2025-04-08,AAPL,75,172.66
2025-04-08,AAPL,76,172.77
2025-04-08,AAPL,77,172.8
2025-04-08,AAPL,78,172.7
2025-04-09,AAPL,1,197.89
2025-04-09,AAPL,2,198.02
2025-04-09,AAPL,3,197.7
2025-04-09,AAPL,4,197.57
2025-04-09,AAPL,5,198.17
2025-04-09,AAPL,6,197.99
2025-04-09,AAPL,7,198.64
2025-04-09,AAPL,8,198.51
2025-04-09,AAPL,9,198.12
2025-04-09,AAPL,10,197.98
2025-04-09,AAPL,11,197.68
2025-04-09,AAPL,12,197.11
2025-04-09,AAPL,13,196.71
2025-04-09,AAPL,14,197.49
2025-04-09,AAPL,15,197.29
2025-04-09,AAPL,16,197.04
2025-04-09,AAPL,17,197.35
2025-04-09,AAPL,18,197.28
2025-04-09,AAPL,19,197.23
2025-04-09,AAPL,20,196.7
2025-04-09,AAPL,21,196.69
2025-04-09,AAPL,22,196.34
2025-04-09,AAPL,23,196.54
2025-04-09,AAPL,24,196.12
2025-04-09,AAPL,25,196.26
2025-04-09,AAPL,26,195.87
2025-04-09,AAPL,27,195.77
2025-04-09,AAPL,28,195.71
2025-04-09,AAPL,29,195.92
2025-04-09,AAPL,30,195.73
2025-04-09,AAPL,31,195.88
2025-04-09,AAPL,32,195.7
2025-04-09,AAPL,33,195.79
2025-04-09,AAPL,34,195.49
2025-04-09,AAPL,35,195.39
2025-04-09,AAPL,36,195.38
2025-04-09,AAPL,37,194.77
2025-04-09,AAPL,38,194.3
2025-04-09,AAPL,39,194.59
2025-04-09,AAPL,40,194.07
2025-04-09,AAPL,41,193.98
2025-04-09,AAPL,42,193.95
2025-04-09,AAPL,43,194.17
2025-04-09,AAPL,44,194.36
2025-04-09,AAPL,45,194.34
2025-04-09,AAPL,46,194.68
2025-04-09,AAPL,47,195.12
2025-04-09,AAPL,48,194.83
2025-04-09,AAPL,49,195.02
2025-04-09,AAPL,50,195.03
2025-04-09,AAPL,51,195.2
2025-04-09,AAPL,52,194.85
2025-04-09,AAPL,53,194.99
2025-04-09,AAPL,54,194.97
2025-04-09,AAPL,55,195.2
2025-04-09,AAPL,56,194.96
2025-04-09,AAPL,57,194.62
2025-04-09,AAPL,58,194.65
2025-04-09,AAPL,59,194.76
2025-04-09,AAPL,60,194.64
2025-04-09,AAPL,61,194.28
2025-04-09,AAPL,62,194.22
2025-04-09,AAPL,63,194.67
2025-04-09,AAPL,64,195.04
2025-04-09,AAPL,65,195.11
2025-04-09,AAPL,66,195.42
2025-04-09,AAPL,67,195.76
2025-04-09,AAPL,68,195.63
2025-04-09,AAPL,69,195.44
2025-04-09,AAPL,70,195.32
2025-04-09,AAPL,71,195.57
2025-04-09,AAPL,72,195.28
2025-04-09,AAPL,73,195.62
2025-04-09,AAPL,74,195.04
2025-04-09,AAPL,75,194.96
2025-04-09,AAPL,76,195.09
2025-04-09,AAPL,77,195.05
2025-04-09,AAPL,78,195.58
2025-04-10,AAPL,1,194.21
2025-04-10,AAPL,2,194.09
2025-04-10,AAPL,3,193.92
2025-04-10,AAPL,4,194
2025-04-10,AAPL,5,193.96
2025-04-10,AAPL,6,194.17
2025-04-10,AAPL,7,193.87
2025-04-10,AAPL,8,193.21
2025-04-10,AAPL,9,193.44
2025-04-10,AAPL,10,193.25
2025-04-10,AAPL,11,193.15
2025-04-10,AAPL,12,193.02
2025-04-10,AAPL,13,193.12
2025-04-10,AAPL,14,193.24
2025-04-10,AAPL,15,193.4
2025-04-10,AAPL,16,193.31
2025-04-10,AAPL,17,193.4
2025-04-10,AAPL,18,193.35
2025-04-10,AAPL,19,193.42
2025-04-10,AAPL,20,193.33
2025-04-10,AAPL,21,193.27
2025-04-10,AAPL,22,193.17
2025-04-10,AAPL,23,193.13
2025-04-10,AAPL,24,193.4
2025-04-10,AAPL,25,193.55
2025-04-10,AAPL,26,193.41
2025-04-10,AAPL,27,193.41
2025-04-10,AAPL,28,193.53
2025-04-10,AAPL,29,193.61
2025-04-10,AAPL,30,193.34
2025-04-10,AAPL,31,193.53
2025-04-10,AAPL,32,193.3
2025-04-10,AAPL,33,193.64
2025-04-10,AAPL,34,193.79
2025-04-10,AAPL,35,194
2025-04-10,AAPL,36,194.24
2025-04-10,AAPL,37,193.74
2025-04-10,AAPL,38,193.75
2025-04-10,AAPL,39,193.38
2025-04-10,AAPL,40,193.89
2025-04-10,AAPL,41,193.92
2025-04-10,AAPL,42,193.77
2025-04-10,AAPL,43,193.77
2025-04-10,AAPL,44,193.86
2025-04-10,AAPL,45,193.63
2025-04-10,AAPL,46,193.21
2025-04-10,AAPL,47,193.17
2025-04-10,AAPL,48,193.75
2025-04-10,AAPL,49,193.69
2025-04-10,AAPL,50,194.26
2025-04-10,AAPL,51,194.79
2025-04-10,AAPL,52,194.25
2025-04-10,AAPL,53,193.88
2025-04-10,AAPL,54,194.07
2025-04-10,AAPL,55,193.58
2025-04-10,AAPL,56,193.79
2025-04-10,AAPL,57,193.55
2025-04-10,AAPL,58,193.63
2025-04-10,AAPL,59,193.64
2025-04-10,AAPL,60,193.66
2025-04-10,AAPL,61,194.04
2025-04-10,AAPL,62,194.06
2025-04-10,AAPL,63,193.95
2025-04-10,AAPL,64,194.64
2025-04-10,AAPL,65,194.44
2025-04-10,AAPL,66,194.53
2025-04-10,AAPL,67,194.37
2025-04-10,AAPL,68,194.56
2025-04-10,AAPL,69,194.87
2025-04-10,AAPL,70,194.9
2025-04-10,AAPL,71,194.89
2025-04-10,AAPL,72,194.8
2025-04-10,AAPL,73,194.23
2025-04-10,AAPL,74,193.65
2025-04-10,AAPL,75,193.47
2025-04-10,AAPL,76,193.53
2025-04-10,AAPL,77,193.29
2025-04-10,AAPL,78,193.43
2025-04-11,AAPL,1,198.56
2025-04-11,AAPL,2,198.34
2025-04-11,AAPL,3,198.55
2025-04-11,AAPL,4,198.22
2025-04-11,AAPL,5,198.32
2025-04-11,AAPL,6,198.85
2025-04-11,AAPL,7,198.71
2025-04-11,AAPL,8,198.31
2025-04-11,AAPL,9,198.31
2025-04-11,AAPL,10,198.13
2025-04-11,AAPL,11,198.51
2025-04-11,AAPL,12,198.57
2025-04-11,AAPL,13,198.48
2025-04-11,AAPL,14,198.18
2025-04-11,AAPL,15,198.39
2025-04-11,AAPL,16,198.26
2025-04-11,AAPL,17,198.3
2025-04-11,AAPL,18,198.59
2025-04-11,AAPL,19,198.58
2025-04-11,AAPL,20,198.6
2025-04-11,AAPL,21,198.79
2025-04-11,AAPL,22,198.43
2025-04-11,AAPL,23,198.32
2025-04-11,AAPL,24,198.46
2025-04-11,AAPL,25,198.37
2025-04-11,AAPL,26,198.39
2025-04-11,AAPL,27,198.12
2025-04-11,AAPL,28,198.22
2025-04-11,AAPL,29,198.25
2025-04-11,AAPL,30,198.49
2025-04-11,AAPL,31,198.66
2025-04-11,AAPL,32,198.78
2025-04-11,AAPL,33,198.69
2025-04-11,AAPL,34,198.72
2025-04-11,AAPL,35,198.12
2025-04-11,AAPL,36,197.68
2025-04-11,AAPL,37,197.59
2025-04-11,AAPL,38,197.73
2025-04-11,AAPL,39,197.69
2025-04-11,AAPL,40,197.52
2025-04-11,AAPL,41,197.63
2025-04-11,AAPL,42,197.85
2025-04-11,AAPL,43,197.99
2025-04-11,AAPL,44,197.79
2025-04-11,AAPL,45,197.92
2025-04-11,AAPL,46,198.23
2025-04-11,AAPL,47,197.96
2025-04-11,AAPL,48,197.94
2025-04-11,AAPL,49,197.87
2025-04-11,AAPL,50,197.26
2025-04-11,AAPL,51,197.16
2025-04-11,AAPL,52,197.1
2025-04-11,AAPL,53,197.08
2025-04-11,AAPL,54,197.57
2025-04-11,AAPL,55,197.3
2025-04-11,AAPL,56,197.37
2025-04-11,AAPL,57,196.99
2025-04-11,AAPL,58,196.96
2025-04-11,AAPL,59,196.49
2025-04-11,AAPL,60,196.22
2025-04-11,AAPL,61,196.13
2025-04-11,AAPL,62,197.05
2025-04-11,AAPL,63,197.32
2025-04-11,AAPL,64,196.98
2025-04-11,AAPL,65,196.96
2025-04-11,AAPL,66,196.67
2025-04-11,AAPL,67,196.83
2025-04-11,AAPL,68,196.57
2025-04-11,AAPL,69,196.42
2025-04-11,AAPL,70,196.21
2025-04-11,AAPL,71,196.23
2025-04-11,AAPL,72,196.47
2025-04-11,AAPL,73,196.61
2025-04-11,AAPL,74,196.68
2025-04-11,AAPL,75,196.23
2025-04-11,AAPL,76,196.67
2025-04-11,AAPL,77,196.77
2025-04-11,AAPL,78,196.61
2025-04-14,AAPL,1,206.06
2025-04-14,AAPL,2,206.3
2025-04-14,AAPL,3,206.11
2025-04-14,AAPL,4,206.08
2025-04-14,AAPL,5,206.09
2025-04-14,AAPL,6,206.35
2025-04-14,AAPL,7,206.93
2025-04-14,AAPL,8,207.13
2025-04-14,AAPL,9,207.07
2025-04-14,AAPL,10,207.03
2025-04-14,AAPL,11,207.27
2025-04-14,AAPL,12,207.84
2025-04-14,AAPL,13,207.82
2025-04-14,AAPL,14,207.91
2025-04-14,AAPL,15,207.99
2025-04-14,AAPL,16,207.99
2025-04-14,AAPL,17,208.25
2025-04-14,AAPL,18,208.32
2025-04-14,AAPL,19,207.73
2025-04-14,AAPL,20,207.33
2025-04-14,AAPL,21,207.42
2025-04-14,AAPL,22,207.56
2025-04-14,AAPL,23,207.5
2025-04-14,AAPL,24,208.18
2025-04-14,AAPL,25,208.17
2025-04-14,AAPL,26,208.45
2025-04-14,AAPL,27,208.41
2025-04-14,AAPL,28,208.49
2025-04-14,AAPL,29,208.07
2025-04-14,AAPL,30,207.97
2025-04-14,AAPL,31,207.92
2025-04-14,AAPL,32,208.22
2025-04-14,AAPL,33,207.75
2025-04-14,AAPL,34,208.01
2025-04-14,AAPL,35,208.16
2025-04-14,AAPL,36,208.35
2025-04-14,AAPL,37,208.29
2025-04-14,AAPL,38,208.33
2025-04-14,AAPL,39,208.45
2025-04-14,AAPL,40,208.95
2025-04-14,AAPL,41,208.83
2025-04-14,AAPL,42,208.54
2025-04-14,AAPL,43,208.32
2025-04-14,AAPL,44,208.7
2025-04-14,AAPL,45,208.76
2025-04-14,AAPL,46,208.87
2025-04-14,AAPL,47,208.19
2025-04-14,AAPL,48,208.2
2025-04-14,AAPL,49,207.95
2025-04-14,AAPL,50,207.81
2025-04-14,AAPL,51,207.78
2025-04-14,AAPL,52,207.81
2025-04-14,AAPL,53,207.73
2025-04-14,AAPL,54,207.74
2025-04-14,AAPL,55,207.13
2025-04-14,AAPL,56,206.82
2025-04-14,AAPL,57,206.95
2025-04-14,AAPL,58,207.04
2025-04-14,AAPL,59,207.35
2025-04-14,AAPL,60,207.92
2025-04-14,AAPL,61,208.08
2025-04-14,AAPL,62,208.26
2025-04-14,AAPL,63,207.92
2025-04-14,AAPL,64,208.17
2025-04-14,AAPL,65,208.04
2025-04-14,AAPL,66,208.16
2025-04-14,AAPL,67,208.1
2025-04-14,AAPL,68,207.73
2025-04-14,AAPL,69,208.15
2025-04-14,AAPL,70,208.04
2025-04-14,AAPL,71,207.73
2025-04-14,AAPL,72,207.36
2025-04-14,AAPL,73,207.65
2025-04-14,AAPL,74,207.86
